analysis,method,nuisance_seed,pair_id,statistic,p_value,permutations,exceedances,bandwidth,bootstrap_ci_lower,bootstrap_ci_upper,bootstrap_replicates,role,holm_all_pairs_p,holm_replication_p
observed,quotient_exact,20260750,pair_03,0.004465351350659619,0.015625,256,4,5.398786796635266,,,,replication,0.078125,0.0703125
observed,quotient_exact,20260750,pair_04,0.12660419501891929,0.0078125,256,2,6.493485207381483,,,,replication,0.078125,0.0703125
observed,quotient_exact,20260750,pair_05,0.003078941038449412,0.0078125,256,2,5.236501065799395,,,,replication,0.078125,0.0703125
observed,quotient_exact,20260750,pair_06,0.02279156052413467,0.015625,256,4,5.154075284562069,,,,replication,0.078125,0.0703125
observed,quotient_exact,20260750,pair_07,0.006278517316515297,0.0078125,256,2,5.622428733722427,,,,replication,0.078125,0.0703125
observed,quotient_exact,20260750,pair_08,0.04857120880762078,0.0078125,256,2,5.527365919939345,,,,replication,0.078125,0.0703125
observed,quotient_exact,20260750,pair_09,-0.010695541978158474,0.15625,256,40,5.5233130799527785,,,,replication,0.171875,0.171875
observed,quotient_exact,20260750,pair_10,0.076094138255423,0.0078125,256,2,5.129045358479052,,,,replication,0.078125,0.0703125
observed,raw_coordinates,20260750,pair_01,0.1746919916297106,0.0078125,256,2,6.573596480434418,,,,primary,0.078125,0.0078125
observed,raw_coordinates,20260750,pair_02,0.1567481085318403,0.0078125,256,2,5.032557729528078,,,,replication,0.078125,0.0703125
observed,raw_coordinates,20260750,pair_03,0.21838505386985074,0.0078125,256,2,6.40522469679374,,,,replication,0.078125,0.0703125
observed,raw_coordinates,20260750,pair_04,0.22448380411102486,0.0078125,256,2,7.249753264812646,,,,replication,0.078125,0.0703125
observed,raw_coordinates,20260750,pair_05,0.20027741434312296,0.0078125,256,2,6.165044063025979,,,,replication,0.078125,0.0703125
observed,raw_coordinates,20260750,pair_06,0.20891719856855295,0.0078125,256,2,5.979996614052198,,,,replication,0.078125,0.0703125
observed,raw_coordinates,20260750,pair_07,0.19386064167764927,0.0078125,256,2,6.2706874277366484,,,,replication,0.078125,0.0703125
observed,raw_coordinates,20260750,pair_08,0.19226144175097104,0.0078125,256,2,6.26105897935048,,,,replication,0.078125,0.0703125
observed,raw_coordinates,20260750,pair_09,0.21914093317498917,0.0078125,256,2,6.343980477144289,,,,replication,0.078125,0.0703125
observed,raw_coordinates,20260750,pair_10,0.22311250323072696,0.0078125,256,2,5.902038458267522,,,,replication,0.078125,0.0703125
observed,moment_registration,20260750,pair_01,-0.006535732918554804,0.2109375,256,54,5.334903314208491,,,,primary,0.5859375,0.2109375
observed,moment_registration,20260750,pair_02,-0.003704583918598958,0.1953125,256,50,4.1494019415018935,,,,replication,0.5859375,0.390625
observed,moment_registration,20260750,pair_03,0.028328073546898036,0.015625,256,4,5.255072935625024,,,,replication,0.109375,0.09375
observed,moment_registration,20260750,pair_04,0.1306323839084984,0.0078125,256,2,6.192220047451432,,,,replication,0.078125,0.0703125
observed,moment_registration,20260750,pair_05,0.002797267028586403,0.125,256,32,5.043435081826478,,,,replication,0.5,0.375
observed,moment_registration,20260750,pair_06,0.02215460294539351,0.0078125,256,2,5.125298298099472,,,,replication,0.078125,0.0703125
observed,moment_registration,20260750,pair_07,0.000648662317344062,0.0546875,256,14,5.422663586709048,,,,replication,0.2734375,0.21875
observed,moment_registration,20260750,pair_08,0.025568320448337012,0.015625,256,4,5.412116858765948,,,,replication,0.109375,0.09375
observed,moment_registration,20260750,pair_09,-0.031136505617737398,0.9765625,256,250,5.262542505975149,,,,replication,0.9765625,0.9765625
observed,moment_registration,20260750,pair_10,0.07094973862362308,0.0078125,256,2,5.018223750071301,,,,replication,0.078125,0.0703125
observed,euler_secondary,20260750,pair_01,0.7535395717250372,0.0078125,256,2,129.864352306551,,,,primary,0.078125,0.0078125
observed,euler_secondary,20260750,pair_02,0.2693313063734214,0.015625,256,4,129.50096524736796,,,,replication,0.078125,0.078125
observed,euler_secondary,20260750,pair_03,0.3778642559778336,0.0078125,256,2,152.04275714416653,,,,replication,0.078125,0.0703125
observed,euler_secondary,20260750,pair_04,0.9265778506768743,0.0078125,256,2,177.00282483621552,,,,replication,0.078125,0.0703125
observed,euler_secondary,20260750,pair_05,0.2716735266631993,0.015625,256,4,117.02350191307727,,,,replication,0.078125,0.078125
observed,euler_secondary,20260750,pair_06,-0.04557088347469873,0.6796875,256,174,128.0097652524994,,,,replication,0.6796875,0.6796875
observed,euler_secondary,20260750,pair_07,0.008987627765178474,0.0859375,256,22,92.10320298447823,,,,replication,0.2578125,0.2578125
observed,euler_secondary,20260750,pair_08,1.0776634191549872,0.0078125,256,2,168.51112722903494,,,,replication,0.078125,0.0703125
observed,euler_secondary,20260750,pair_09,0.016123799025891006,0.3359375,256,86,84.3682404699778,,,,replication,0.671875,0.671875
observed,euler_secondary,20260750,pair_10,0.409276128998588,0.0078125,256,2,120.81597576479693,,,,replication,0.078125,0.0703125
